0;#;FORM;LEMMA;GRAM;FEAT;COMMENT;CHECKED;CONTEXT;RIGHT1;RIGHT2;RIGHT3;RIGHT4;RIGHT5;RIGHT6;POS;AUTO_LEMMA;AUTO_GRAM;AUTO_FEAT;RIGHT_Lemma
41392;;!;!;PUNCT;_;;;;;;;;;;;!;PUNCT;_;
41393;;;;;_;;;;;;;;;;;;;;
41394;https://www.youtube.com/watch?v=pZ7Gl1mpqKI&feature=youtu.be&t=20m29s;;;;_;;;;;;;;;;;;;;
41395;;;;;_;;;;;;;;;;;;;;
41396;</speech>;;;;_;;;;;;;;;;;;;;
41397;;;;;_;;;;;;;;;;;;;;
41398;"<speech role=""Наташа"" gender=""жен"" profession=""парикмахер"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""среднее"">";;;;_;;;;;;;;;;;;;;
41399;;Что;что;CONJ;_;;;   Что с тобой , ;о;т;Ч;;;;;что;CONJ;_;о
41400;;с;с;PR;_;;;  Что с тобой ,  малыш;с;;;;;;;с;PR;_;с
41401;;тобой;ты;SPRO;sg,2p=ins;;; Что с тобой ,  малыш ? ;й;о;б;о;т;;;ты;SPRO;_;ы
41402;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
41403;;малыш;малыш;S;m,anim=nom,sg;;;с тобой ,  малыш ?   ;ш;ы;л;а;м;;;малыш;S;_;ш
41404;;? ;? ;PUNCT;_;;;;;;;;;;;? ;PUNCT;_;
41405;;;;;_;;;;;;;;;;;;;;
41406;</speech>;;;;_;;;;;;;;;;;;;;
41407;;;;;_;;;;;;;;;;;;;;
41408;"<speech role=""Валера"" gender=""муж"" profession=""фотограф"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""высшее"">";;;;_;;;;;;;;;;;;;;
41409;;Посмотрите;посмотреть;V;pf,tran=pl,imper,2p;;;   Посмотрите ,  как она;е;т;и;р;т;о;;посмотреть;V;_;ь
41410;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
41411;;как;как;CONJ;_;;; Посмотрите ,  как она недовольна жизнью;к;а;к;;;;;как;CONJ;_;к
41412;;она;она;SPRO;sg,3p,f=nom;;;Посмотрите ,  как она недовольна жизнью .;а;н;о;;;;;она;SPRO;_;а
41413;;недовольна;недовольный;A;sg,brev,f;;;,  как она недовольна жизнью . ;а;н;ь;л;о;в;;недовольный;A;_;й
41414;;жизнью;жизнь;S;f,inan=ins,sg;;;как она недовольна жизнью .  ;ю;ь;н;з;и;ж;;жизнь;S;_;ь
41415;;.;.;PUNCT;_;;;;;;;;;;;.;PUNCT;_;
41416;;;;;_;;;;;;;;;;;;;;
41417;</speech>;;;;_;;;;;;;;;;;;;;
41418;;;;;_;;;;;;;;;;;;;;
41419;"<speech role=""Наташа"" gender=""жен"" profession=""парикмахер"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""среднее"">";;;;_;;;;;;;;;;;;;;
41420;;Там;там;ADVPRO;_;;;   Там видно ,  да;м;а;Т;;;;;там;ADVPRO;_;м
41421;;видно;видно;PARENTH;_;;;  Там видно ,  да , ;о;н;д;и;в;;;видно;PARENTH;_;о
41422;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
41423;;да;да;CONJ;_;;;Там видно ,  да ,  прям четко;а;д;;;;;;да;CONJ;_;а
41424;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
41425;;прям;прямой;ADV;_;;;,  да ,  прям четко ? ;м;я;р;п;;;;прямой;A;_;й
41426;;четко;четко;ADV;_;;;да ,  прям четко ?  ;о;к;т;е;ч;;;четко;ADV;_;о
41427;;?;?;PUNCT;_;;;;;;;;;;;?;PUNCT;_;
41428;;;;;_;;;;;;;;;;;;;;
41429;</speech>;;;;_;;;;;;;;;;;;;;
41430;;;;;_;;;;;;;;;;;;;;
41431;"<speech role=""Валера"" gender=""муж"" profession=""фотограф"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""высшее"">";;;;_;;;;;;;;;;;;;;
41432;;Ну;ну;PART;_;;;   Ну так . ;у;Н;;;;;;ну;PART;_;у
41433;;так;так;ADVPRO;_;;;  Ну так .  ;к;а;т;;;;;так;ADVPRO;_;к
41434;;.;.;PUNCT;_;;;;;;;;;;;.;PUNCT;_;
41435;;;;;_;;;;;;;;;;;;;;
41436;https://www.youtube.com/watch?v=pZ7Gl1mpqKI&feature=youtu.be&t=20m38s;;;;_;;;;;;;;;;;;;;
41437;;;;;_;;;;;;;;;;;;;;
41438;</speech>;;;;_;;;;;;;;;;;;;;
